,review_id,app_id,review_text,label
236,137287224,2270420,"CROW IS GETTING VIETNAM FLASHBACKS TO A LITTLE GAME CALLED ZOMBIE DRIVER CAW CAW. 

NOW IN THIS GAME IT ALLOWS TO RACE THE TRACK BACKWARDS, I WILL ALWAYS APPRECIATE A RACING GAME WHERE YOU CAN RACE BACKWARDS CAW CAW

HOWEVER FEMBOY DEVELOPER I SOMEHOW FLIPPED MY CAR OVER ON THE TRACK, IS THIS THE END OF MY LIFE CAW CAW??? I'M NOW A TURTLE FLIPPED UPSIDE DOWN IN A DESERTED SAND DUNE CAW CAW????? 

",1
237,137288922,2365560,"This a wonderful and very charming little game! 

First of all, the paint style retro graphics are very cute, the player iguana is extremely customizable and looks delightful. The NPCs and enemies have a quite varied visual and sound design. The music is also diverse and fits the setting. Overall, the presentation of this game is fantastic, I could not stop smiling, it is sincere and goofy in just the right way.

The gameplay is split between normal exploration and combat, boss fights and different short and specific combat and platforming challenges in special rooms. Boss fights can be quite challenging and the player has to learn the moveset of each boss, which gets more expansive and faster as the fight goes on. Normal enemies are a bit more simple, but you still need the right approach to defeat them without taking damage. The combat is good and deeper than I expected. The reward for exploration and combat are usually gems, which you spend on improving your damage and health, buying powerful consumables and paying for healing. An effective and simple gameplay loop that doesn't overstay it's welcome.

if you want to spend an afternoon playing a delightful game with a unique style and involved combat and platforming, IguaRPG is highly recommended.",1
238,137288897,2304990,"The game shows how the cryptocurrency business works. I am not interested in cryptocurrency itself, but I tried it in the game and I generally liked it!",1
239,137288171,1928420,the long awaited pc arrival!,1
240,137286603,1928420,uh the uh uhhh the uh,1
241,137289492,986130,Interesting game,1
242,137288969,986130,it's fucking awesome when it works and it works most of the time,1
243,137288790,986130,I fucking love immersive sims,1
244,137288450,986130,"Pretty good game. A bit buggy (but most bugs i have personally encountered, were fixed with a simple reload or restart.)",1
245,137288146,986130,"This game is absolutely amazing. I have never experienced a game quite like this, and it's in early access which is amazing. I would say that if any game was worth it in early access, THIS one definitely is. It is a finished and polished product, and they are committed to continuing to update it before it gets fully released. I've played so many early access products that were a mess when they joined Early Access, and this is not one of those. If you were waiting to play this game until you see if it is good in the state it is in. Stop waiting, it's ready for you now.",1
246,137288012,986130,"This game is absolutely original and refreshing.

Never have I felt this much like a real detective... 

You can truly pursue the case on your own terms, the only thing is it's a little difficult to get the hang of the paperwork.",1
247,137287997,986130,i think every game should be like this,1
248,137288192,2382470,"A very entertaining game.
Looking forward to seeing what else they come up with!",1
249,137289544,2341410,It's very well made indie puzzle game with funny story line and difficult puzzles. I love it.,1
250,137289068,909320,"This game has potential, but it is not ready to come out of early access. If this is the version the devs are saying that no major changes will be made after, then it is not worth it. Save your coins.",0
251,137288501,2297650,i like the tv head character,1
252,137290087,1324130,Seriously a great game.  Highly recommended if you like 'survival styled' simulation games.,1
253,137289143,1324130,"Get rid of the malware known as Denuvo;  Then this will be a positive review.

What the fuck.  Why did you have to add Denuvo?  Seriously, it adds nothing but fucking bloatware.  ESPECIALLY because this is a SINGLE PLAYER GAME.  This game was fine as is.  Denuvo will not stop people from pirating your game.  If anything, it will make them more determined to. 

Sad;  I kinda liked this game.",0
254,137289473,2162020,"Not that hard as Sekiro 
but also not that easy as Elden Ring
I like it.",1
255,137288829,2166060,"""Wooly here was Conscientious Objector in the Vietnam War, isn't that right, Wooly?""",1
256,137289127,1245560,"I waited so long for this game to be released. Now I finally got it and just played around a bit. So far it really makes fun and you can totally feel how much time, love and effort the developers put into it. I can’t wait to completely dive into Roots of Pacha for the next weeks!",1
257,137288848,1245560,"Have been waiting for its release.
SLAP CERTIFIED CLASSIC!!!",1
258,137291635,2200030,"Cute short puzzle/combat game, the character design is so sick I'd love to see more of it!",1
259,137291364,2200030,"""and it is easy to make enemies among the shadows...""

so far i really like the game. levels and characters models look great, fighting is fluid and fun. could use some work in optimization. story long seems strong and interesting so far. It might just be me, but i cant get passed the second level. everything up until this point is very obvious and pointed out for you but im at point where there are no directions and all i can do it smash into a couple walls.. and my companion falls into a river and cant follow me.

 also why are we collecting so many berries and feathers when we only seem to need them when damaged by an enemy?... in the 2nd level they are floating in the sky and art mostly out of reach. other than this i see a lot of potential and i do see myself playing it again.",1
260,137289131,1922960,"I am glad to play a classic, Wizardry-like dungeon crawler with the Japanese theme and smoother introduction into the gameplay and mechanics.  The art style as others have described is also excellent.",1
261,137290193,1663220,"This is how you make a VN! 
Puas hati sangat. 

Happy to see everyone achieved great things in their lives. Somehow I can't get enough of this game. I want to lepak with them more than that. I feel attached to them and it's so hard to let go because I can feel our friendships are getting strong and I don't want to say goodbye... again :')",1
262,137289839,2287990,I can't feel my fingers,1
263,137291135,1608640,Sponsored by Taco Bell™,1
264,137289312,782250,"One of the best English-first visual novels I've ever played, with the all-time greats like Katawa Shoujo and Doki Doki. 

Beautiful production value, terrific writing, choices that are frequent and matter, high replayability with difficulty settings. If you have any interest in the genre you should buy it. 

I laughed, I cried, I came. What more could you want from a VN?? 

(hentai patch is worth it)",1
265,137290794,1214670,"Great combination of Roquelite gameplay, metaprogression unlock, silly story/outcomes, and base/resource building. I've been looking for more games that have the MGS5 fulton style mechanic, and it is really well implemented in this game.

I've had low moments and high moments, but I have enjoyed 95% of it. Highly recommend this game.",1
266,137291942,2254910,"An interesting first attempt at a 3D version of the popular 100 Hidden X games. Moving the mouse to the top and bottom of the screen scrolls the image up and down. Moving the mouse to the left and right of the screen rotates the image. As an added attraction, you also have to find three other types of objects. As usual, I found all but two of the frogs pretty quickly. My husband found one in a sneaky place. The last one required looking at a walkthrough because it was basically invisible to us. Quite fun. I'm looking forward to more like this. Works perfectly on Linux with Proton.",1
267,137290988,2321210,"Meet Crimson Abyss. Sorry, wrong game, that's Punishing Gray Raven.

Meet Lilya, the Heterochromia version of Alpha.",1
268,137291834,1669980,"People compared this to long live the queen but I found this game to be no where near that one. There is no danger of failing and the story do not matter at all. As in there is nothing you can learn from it that makes you act differently. Also you can go for max gold, get fertilizer, feed you crops that let you cook action points and cook your way to max stats. Way too easy, no challenge at all.",0
269,137290910,1669980,三十块钱买不了吃亏买不了上当，内容丰富多周目养成也不觉得无聊【卡Bug倒卖化肥被好感度正义制裁【【【【,1
270,137289454,1669980,"So you know how Stardew Valley was basically Harvest Moon but better?

Well Volcano Princess is basically Princess Maker but way better (and less creepy, lol). Despite all the bugs and glitches I cannot stop playing this game. Once the developers get those bugs sorted out and new updates get released it will be true perfection!

BUG WARNING: As of 4/25/23 Don't open any letters on Wood's text or you won't be able to keep playing. Also don't catch any horses at the lake because it causes the game to crash.  Also don't sync up save data with the cloud yet. Just keep your eyes pealed for new updates (:",1
271,137292105,2281730,Surprisingly good mobile port of a Call of Duty clone game on crack that has crazy movement to near Quake level speeds. Perfect game to chill on my Steam Deck and props to developers for having ZERO P2W microtransactions 😎👍,1
272,137291707,2281730,GL-9 my beloved,1
273,137291270,2281730,"Graphics are not bad, Gameplay+Gunplay are really good. not p2w like other free games. you can even customize weapons:magazine, optic, barrel, the end of the barrel (forgor the name💀), stock, grip, underbarrel. game is very good, maps are good too, and i love the movement.",1
274,137291264,2281730,Cod but better,1
275,137290761,2281730,probably one of the best fps shooters right now... used to play this on mobile glad to see pc port :) highly recommend,1
276,137289867,2281730,"Dude. This is fire. It's like what CoD should have been, mixed with CS 1.6. I love it",1
277,137289694,2281730,BETTER THAN COD... PLEASE ADD BATTLEROYAL MODE WITH YOUR SISTEM...,1
278,137291885,2323980,"Cockroach is bugged.  Which would be ironic and funny except it softlocks you.  It says ""destroy shown tiles"" and HP 3 except I already destroyed the cockroach tiles.  Now I'm stuck, pretty far into a great run.",0
279,137292320,2181140,"A nostalgic feeling for those of us that played titles such as: Starcraft, Ground Control, C&C.

[b]Pros:[/b]
[list]
[*]Nostalgic trip to top-down games.
[*]Specialisations change the approach to each game.
[*]Great replayability value thanks to DNA and research, as well as weather changes.
[*]No Hope Mutators give a rewarding and punishing feeling similar to Hades.
[/list]
[b]Cons:[/b]
[list]
[*]ZERG RUSH BECAUSE OF MUTATORS.
[*]Not a large variety of place-able defenses.
[*]Monster running down the middle is not that scary.
[*]Val does not get enough screen time.
[/list]

1/1 Val our new beloved AI.",1
280,137290925,1969650,"[I was provided a copy of the game to try out]

If you are looking at reviews for a new top down racer to join your library it's safe to say you'd be happy with this purchase. And at a reasonable price. 

As an early access title this is a quality starting point that is fun on it's own with the groundwork for some awesome future updates. 

Driving is satisfying to me. I'm sure tweaks are on the horizon after this review, but I like the feel when your tires bite down just right cornering and the real difference that weather and worn tires provide. 

A.i. drivers will race hard and make mistakes. I had a lot of fun with them. I did not try online just yet but heard / saw good things. 

Big fan of customization so I can make my own racing stories and we have a custom Championship mode along with modding support from day 1. 

While it isn't in game modding of the a.i. you can use text files to change names and attributes as well as paint new liveries. 

I'm happy with the start and look forward to future updates include career mode. 

My first look gameplay:
https://youtu.be/Lvho1RV_QPc

Covers options, racing, a look at lobby settings, and spectating a.i. 
",1
281,137307729,1663220,"Great story telling, visuals and characters with amazing individuality and well built out stories.",1
282,137308108,2249040,not having to worry about stats for once was super freeing and relaxing. and all the characters feel deep and interesting. super fun.,1
283,137309443,2020710,Silly faces and boons. Really fun!,1
284,137309301,2020710,Relaxing game that will make you wonder where did the evening go?,1
285,137309477,2321210,fun sped,1
286,137309133,1669980,"The translation can be a bit shoddy, and there's major bugs (that will be fixed as the team seems to be active). However, if you enjoy parent raising simulators like Princess Maker 2, you will certainly enjoy this game as it has a lot of features that enhance the relationship of your daughter with the townspeople, along with other small features like cooking and exploring. The adorable visuals definitely add to the wholesomeness of the game.
",1
287,137309000,1669980,true ending got me going what the hells happening,1
288,137308499,1669980,"The Bad: HORRIBLE English translation. PLEASE pay a native speaker and writer to redo the English here.
Very unpolished. I actually thought it was early access; lots of bugs, untranslated text, battle assets wrong.

The Good: It has heart.
You will care, and maybe even love people a little more.
It's incredibly fun and addictive, with combat, games of chance, exploration, and even mathematics.

The Good outweighs the Bad, but please, devs, redo the English translation.",1
289,137309414,2281730,.,1
290,137309374,2281730,"Bom jogo, tem potencial.",1
291,137308443,1860510,"Still a lot of work to be done as it is in Early Access, but this game has SO much potential. Like a modern Mount and Blade.",1
292,137308354,2069340,not good in any sense of the word (except the models those are pretty good),0
293,137309584,986130,yuppers its good but wait a few months for the performance to improve and for gameplay to be fleshed out more because while the current gameplay loop is satisfactory enough it just needs a few more touches to be REALLY really interesting as opposed to just pretty interesting,1
294,137309364,986130,"As of right now in early access. I cannot recommend it due to a lot of bugs and rough gameplay flow. However, I have high hopes for this game in the future. When that time comes, I'll be sure to re-evaluate. 

I have encountered several bugs in my first 2 hours of gameplay, like game saves not working, infinite loading, characters aren't doing what they're supposed to, etc. All of which I'm sure would be fixed in a future update (hopefully). 

I'd say put the game on wishlist for now, and once the game gets a few big updates, you can then buy it.",0
295,137309187,986130,"When I first saw this game I knew I wanted a detective game like this in my life, but I did not expect it to be this good. The atmosphere and music is perfect. Solving cases is fun, there are many ways to succeed. Not sure if any of those can be called going off the beaten path, but you can do some pretty weird stuff and I am all for it.
The graphics are also a surprise, I would have been happy with half of what it is.

Even in early access, there is a lot to like already, yes there are bugs and stuttering and the like, but I can just get lost in the game and would not even notice.
Hope the devs will keep at it, currently it is shaping out to be a real gem.",1
296,137308314,986130,"So far the game is great, with some issues that need ironing out. The side jobs are a crap shoot as to whether or not you'll get enough information to actually make the job worth it. The actual murders also need some fine tuning for similar reasons, only having a fingerprint to go off of is rough, especially when nothing about the victim points to that person. Thankfully most murders aren't a one and done, so after a while you'll get a second crime scene, and hopefully the murderer will leave something more substantial behind, or get caught in the act and very helpfully give you their name and fingerprint, true story. NPCs being extremely unhelpful is also an issue, someone was murdered and none of their neighbors are willing to tell me if they saw anything strange. A lot of these I imagine are due to the random generation, and I imagine could be tweaked, and changed. Despite those issues, and the myriad of bugs, I've been having a blast. The little things like being able to buy an apartment and furnish it, as well as going to the local diner and having a drink after a long day of solving cases and relieving corporate offices of their valuables, just add to the immersion. This is already a hell of a game, and if things are properly fixed, and fine tuned, it may just become a masterpiece.",1
297,137308217,986130,This game is like something i would have imagined as a kid. im glad that in this lifetime I get to play a game like this where its basically all emergent gameplay at all times and you have infinite freedom to do whatever you want.,1
298,137308175,986130,"I'm gonna second a lot of the other negative reviews I've been seeing and say that this is still only a half-baked game, even for an early access. There are so many bugs in this game that even getting through the tutorial feels like an arduous and infuriatingly messy process. After you've stumbled your way through the tutorial case, subsequent cases are borderline impossible to solve due to bugs. There are also crazy performance issues ranging from drastic framerate drops and incredibly long load times.

It's a cool idea for a game, but this one needs a little longer in the oven before it was ready to be released.",0
299,137308090,1847290,"really cool concept and the spritework is BEAUTIFUL in this game, excited to see it develop",1
300,137309300,506480,"this is exactly the kind of game i want to see more of, so i'm voting with my dollar.
i want more people to see and buy this game, so i'm leaving a thumbs-up score despite the game having some flaws and shortcomings which i'll briefly describe.

it's fun and immersive, and the feeling of wandering the world gives you a sense of scale. the places and even the items feel like they have a history (read the tooltips!). the enemies feel absolutely brutal, but in a game about slowly acquiring more and more power this is a good thing - i want to see a room full of those skeleton archers that have killed me so many times, and then erase them all with a single spell after working hard to reach those heights. i want to be able to build influence with villagers and sway them into forming alliances and making policies that further my goals. but in the current build of the game, those heights and goals can't be realized yet.

the foundation of the game is buggy but strong. the things this game sets the stage for are incredible and exactly the sorts of things i love and yearn for in interactive media. but the content isn't there yet, the systems are unfinished and janky, and the whole world needs a lot of polish. there's a huge amount of love and hard work present here, and it's paid off by showing me the potential of this game. i believe in it, and i hope you can give it a chance too.",1
301,137309227,2364050,"Currently the PUNCHERMAN! world record speedrun holder at 2:19:618 if you can beat my score leave a comment

Very fun and replayable 10/10 would speedrun again",1
302,137308215,1701520,"beautiful, could be even better if main character's animations have more frame/connect between animations",1
303,137309326,1324130,The sims.  In space.,0
304,137309196,1324130,Absolute utter garbage. The screen goes black when I hit start no matter what I fiddle with from options. I suspect it's all the DRM the game requires in order to play. I refunded and will wait the 2 years or so it will take for all the bugs to work out of this garbage- and of course I won't want to waste my time to play this trash by then.,0
305,137309064,1324130,"This game is amazing. Not your run of the mill survival. It is unique and unsuspected. It will not disappoint if you like the Sims (without the sappiness), City Skylines designed for survival.",1
306,137308242,1324130,"Denuvo

It's pretty much just Rimworld with new graphics... Unless you are absolutely wild about the change in graphics, I think this is an easy pass.",0
307,137309692,2341330,"I was so excited to see the update to this game! If you played the previous Lost Alone (Chapters 1-3) you'll still have a great time with Lost Alone Ultimate. It combines all three chapters into one game with some great updates!

As a reminder this game has heavy trigger warnings: [spoiler] alcohol addiction, verbal abuse, physical abuse, sexual abuse, rape, kidnapping, generational abuse. [/spoiler] 

Changes from the original:
* Upgraded Graphics
* Upgraded Story
* Upgraded Ending (amazing ending)
* Upgraded Puzzles

PROS:
* Amazing story discussing the trigger warnings mentioned above
* Clever puzzles that aren't mundane and boring
* Beautiful backgrounds
* Fun Jump Scares
* Easter Eggs of your favorite horror streamers
* Great Spooky Atmosphere
* Ending is SO much better than the original

CONS:
* Controller support is still off. My controller (8-bit Pro Duo) pulls to the right and spins much like the original, so you must use keyboard and mouse
* Some English translation issues with pronouns (mixing up he/she in the dialogue)
* Only one ending that I'm aware of -- however the new ending is [b]chef's kiss[/b]

https://www.seravium.com
https://twitch.tv/seravium",1
308,137309074,2162020,"Only an hour in so far and im in love
combat feels like a dance and the world is beautiful
10/10 get it just to see the world",1
309,137308138,2383860,"Playing the original Octodad again was a big dose of nostalgia, not just for the game itself but for this early era of indie games in general. For such an old student game hooking on a silly premise, there's still a whole lot of charm to find here between the detailed environment, the charmingly simple storytelling (and crudely drawn cutscenes), and of course the purposefully frustrating controls. I was also surprised to see just how much of this game would later be referenced in Dadliest Catch, which was very fun to find out after having played it fairly recently.

Of course, it's far from perfect. Compared to Dadliest Catch, which heavily polished this weird control scheme to bring out its looseness, this game feels a whole lot jankier and stiffer. Its very brief length also means it doesn't get to explore its concept very much, especially when most of the objectives in the game feel almost like an extended tutorial. This is with the exception of the final segment, which is very frustratingly designed and pushes the janky physics beyond the point of fun.

But even with how dated it can feel, Octodad is still a fun and charming little physics game all these years later, and one that doesn't overstay its welcome. It's still surprisingly impressive for a 2010 student game, and it deserves appreciation for kickstarting not only the incredible Dadliest Catch but also the indie studio that made it.",1
310,137309628,2166060,"Its a great game
but sadly its not really that scary
i mean sure it has mainly heavy moments but
not really anything that can SCARE YOU
i honestly thought i was gonna be able to run through the house hiding from Amanda
but nope its just you in an attic doing puzzles and etc
still a great game tho!
i wish for more content!",1
311,137309580,2166060,"Been following the game since it was nothing but an short indie dream. It's been amazing to watch these developers grow and work on this project and it definitely show in this game. So many puzzles, secrets, and mysteries as well as some good spooks along the way. Please give the game a try and support the team!",1
312,137309269,2166060,spooky scary mickey mouse,1
313,137308740,2166060,Some tough puzzles and super interesting mechanics! The only one I had to get help with one of the secret tapes that requires music. Would recommend.,1
314,137308272,2166060,loved the game fantastic some of the parts i wasnt expecting but was awsome please make more of these types of games yall are amazing :) <3,1
315,137309775,1245560,"I got very sucked into this! So far, so good!",1
316,137309566,1245560,Cute game!,1
317,137309462,1245560,"First of all notice my play time. 

Don't take this as a full review. The review might change if the devs update the game and things improve in the future. For now, those who care about the same:

1) No option for Key Rebinding - I waited 3 years for the game, only for it to be released in 2023 without the option to rebind the keys.

2) No option to customize the UI - I want to see more of the game and less of the HUD. Need the option to at least make the HUD disappear or make it smaller. 

Would love to see them update this.",0
318,137309168,1245560,So far i am having fun!,1
319,137309086,1245560,I'm in love. I've played a lot of games after Stardew and none really scratched that itch. This is just so amazing and polished. Plus the soundtrack is so relaxing- and I love taming the animals.,1
320,137309050,1245560,"This is a lot of fun so far! Definitely in a similar vein as Stardew, minus combat (which honestly... thank goodness, I like to keep my farming sims and shoot 'em ups separate, tyvm). I also love the setting, it feels very unique, even if gameplay-wise it's very standard for the genre! I think my only nitpick is that sometimes the directions for certain things (items needed for tasks for example) are sometimes a bit vague and take a little head scratching to figure out; but honestly give it a couple of days and there will be enough guides online that that won't be a problem either.  Overall a solid 9/10 from me, definitely recommend if you've sunk hundreds of hours into Stardew like I have.",1
321,137308960,1245560,i am groot,1
322,137308746,1245560,good fun,1
323,137308494,1245560,"Base game is good, I like it, however, i can't recommend for people like me who were expecting SOME kind of combat. They even tease it in the game talking about a hostile tribe of villagers that like to start fires. But NOPE, nothing, not even going into the mines. So if you're hoping to see some combat, don't waste your time. Devs have stated that they don't plan on making a combat system, and IF (big IF) they did, it would be ""isolated and optional""",0
324,137308468,1245560,"Fun, relaxing coop game, but fair warning: there is no combat in this game.",1
325,137309958,1663220,"Amazing game, cant wait for coffee talk 3 when i can romance someone",1
326,137310634,1608640,Good game.,1
327,137310808,782250,sad boner,1
328,137310298,2321210,"If you like Slay of Spire, Hades, Conan Chop Chop types of game (idk what it's called) then yeah It's recommended for you.

But I'm sorry this game is not for me who dislike stage repetition (when I died at stage 2 or 3, back from stage 1).
the reason is repetitive.

except the part when you need to restart from stage 1 again
I love all the mechanics, the gameplay, artstyles, environments, etc etc.
looks cool, superb, and neat
so I'll still recommend this to others

",1
329,137310011,1669980,神,1
330,137311204,2281730,best game of all time,1
331,137310863,2281730,good,1
332,137310400,2281730,"Too laggy and the pace make me motion sick .

This is worst than point blank",0
333,137310255,2281730,"No one reads the reviews, so I will write that I am gay",1
334,137309574,2281730,"Looks great, gun attachments are fantastic and is fast pace. However the game has too many bots and you are unable to play with friends in online matches. Matching as a team puts you into a custom match. Not sure if this was planned or not.",0
335,137309570,2281730,COD with lower requirements,1
336,137309616,1867520,"This is Stardew Valley, by way of Fable.  An incredibly cozy game for one half, and the other half is tension-filled runs into the Miasma.  Really terrific worldbuilding, but they keep it subtle: it's there if you want to find it, or you can just enjoy growing things and casting spells.

[b]I have anxiety, should I be worried about anything?[/b] There are pretty tense sections in the Miasma, but It's psychological tension more than real jump scares.  They call out all the potential dangers pretty clearly, so you won't get surprised. This is ""cozy game"" scary, not real scary. :)",1
337,137311188,1289340,game need updates,1
338,137310619,2327940,not even close to early access. This is pre alpha.,0
339,137310091,2373850,"[u][b]BLACK IS HERE!!![/b][/u]

Just like with the original, we got the goodness of landscape mode + extended statistics, and the lovable TATE mode gameplay, all in an exhilarating package you just can't do when connecting a mouse or controller to a smartphone.

[b][i]Bring on Finale!![/i][/b]",1
340,137311337,1928420,pretty solid free game multiple modes not just br,1
341,137311076,1928420,rtx3060  250fps,1
342,137310143,1928420,gg add me to get rolled,1
343,137309919,1928420,"Basically it's apex and fortnite had a baby 
The only downside is that the matchmaking sometimes is kinda broken and the collision of friendly vehicle to an on foot character is buggy but overall its fun 
8/10 recommend

Tip for beginners: don't solo queue to prevent you from playing by yourself against full stack squad, use squad join",1
344,137309899,1928420,"Great game, just wish I could spend money for the battle pass. Am met with a message ""Coming Soon!"" even though a battle pass is active and shows a premium tier.",1
345,137311377,986130,"he detec
he inspec
but most importantly
he protec",1
346,137311252,986130,"12/10 Got shot by the Enforcers while trying to Flee after being caught in the Killer's Apartment :)

 check out Shadows of Doubt if you are into Murder Mystery Stuff etc. Game is procedural generated and every new game is different. Has several Bugs and needs some Polishing  but has Potential!",1
347,137311053,986130,Good,1
348,137310635,986130,"I hate to leave a negative review on such an ambitious game, but at this point in early access its just not ready.

The game has no autosave system and crashes frequently. I've reported bugs through the game and in discord but I'm not seeing much developer feedback.

If you do purchase this game, SAVE CONSTANTLY. There's nothing more defeating than losing an hour worth of progress just to have it crash when you're taking your final photograph of your target.

Besides that, performance is rough. On a 3060 Ti I get sub 60 frames. Until a couple of more patches (and in particular, the fix for the camera crash) I'd hold off.

Because once those issues are resolved this game has all of the foundation to be great.",0
349,137310532,986130,"Disclaimer: I spent 10+hours with the demo version earlier this year so this review isn't based purely on 90 minutes of play time.

The Good: First impressions in terms of atmosphere and player freedom are very promising. Procedurally generating a city block with this much granular detail is no mean feat. The fact that you can interact with every object and NPC is initially exciting and a bit overwhelming. The tutorial case throws you in at the deep end and you really DO feel like a detective who is painstakingly combing through the crime scene, generating leads, following clues, tracking suspects, sneaking into premises etc. So yeah, that first few hours is genuinely impressive as a glimpse of what an immersive detective sim could be. 

The Bad: The core game loop starts to feel repetitive very quickly. This is mainly due to the proc gen nature of all the cases apart from the tutorial. I really enjoy detective stories, whether they are novels, tv shows, movies, podcasts, but the thing that I'm drawn to is often the characters, setting and events surrounding the case as much as it is the nuts and bolts of the crimes themselves. If Sherlock Holmes solved the same crime in the same location using the same method every time then it would get pretty old pretty quick. Shadows of Doubt's main problem for me is that there's no compelling story surrounding any of the generated cases atm. It's just similar bare-bones scenarios with the same kinds of leads to follow each time. Personally, I think I'd much rather play a game that had just a handful of crafted, unique cases for me to solve (but still with the freedom to approach each one in my own way) rather than an infinite amount of procedural cases that feel just that.

I'm also not that keen on how systems like survival and combat are handled (although this may just come down to personal taste). Thirst, hunger, tiredness etc. feel tacked on and the shoddiness of the combat system makes it feel like the developers would rather you play the game without resorting to violence. It makes me wish that there was a mode of the game where I could play as a police detective rather than a PI so that I could just focus on solving crimes but not have to worry about the other aspects of the game (maybe with the option to break the rules and sneak into somewhere without a search warrant; rough up a suspect for evidence etc.).

I really want to love this game - it's the kind of thing I've been dreaming of playing for years and years - but I can't recommend it in the current state. I'm hopeful that the full release will address the main issues I have with it and look forward to playing the finished version.
",0
350,137310504,986130,This is what an early access should be like. I cannot wait to see how it improves from here. Please devs PLEEAASSSEE! Mod support in the future... Im actually begging you.,1
351,137310343,986130,12-Oct,1
352,137310138,986130,"Just finished my first case and thought Id share it. So I start the tutorial explore around my apartment until a mysterious message is slipped under the door. I go to the address where I find a victim dead on the floor. Upon doing a once over the apartment I find a mysterious set of fingerprints on the open safe and the couch near where the victim was. I check the call log on the phone. It gives me a phone number. The victim has a book next to the phone I go through it and find that the number matches a Violet Diaz. So naturally I've found a potential of from the last person the victim spoke to. had a few other leads but decided to check that one first. Upon arriving at her apartment a man opens the door appears to not want to answer questions about who violet is. I give up asking questions so I go downstairs to the management office where I find an unlocked computer, where I am able to confirm Violet Diaz does live in that apartment with Shen. I find building blueprints and decide to sneak in through the vents in the dead of the night. While they are sleeping I drop in from an overhead vent into their bedroom. Begin checking carefully around their bed to not wake them. I find a ticket infraction on the nightstand for Violet seems she had recently been charged with a violent crime. So we've got a prior to work with, So I leave the apartment and sit on the bench outside waiting for her in the morning to leave to ask questions. however at 11a the apartment door opens she rushes out. I get a brief chat confirming that she matches the violet diaz on file from the resident report. She doesnt answer questions so I trail her to a nearby apartment where she enters. I begin making notes on the apartment when I gunfire. I rush in see Violet shooting a man, I quickly arrest her. See she has an 8mm lazarus on her. weapon matches ballistics I found at the prior crime. I get her fingerprints and they match the mysterious prints I found in the victims apartment. Finally I ask had they seen the victim and they say at 1:15a which was with the window for the time of death of the victim. I reported my evidence at city hall and solved the case and saved another potential victim. I'd say not many other games would give me that kind of experiance so would rate it highly so far.",1
353,137310053,986130,"This game does something that I've always dreamed about, and it does it really well (at the time of writing, I've only played for two hours).

You get to play as a detective in a city where each case is different from the other. You are given absolute freedom on what to do; the scale is enormous, even though the city itself is not so big, but it is procedural generated, so every person has their own identity, routine, dialogues and so on, which means that every city will feel different. I don't really know why, but when you analyze a specific scene and see fingerprints from another person, it gives such a feeling of scale that no other detective game ever did.  

It makes you actually feel like a detective, which is very hard to do in a game. There are no pointers nor any objective markers. You find your own clues, add them to the detective board and find connections that may lead to some progress (or sometimes to a dead end!). It's such a cool feeling because the whole city, every building, shop, apartament is yours to explore. 

A lot of times you end up doing illegal things like breaking in to someones home, or going to restricted places. The stealth mechanics are very important, and I can tell you that they are indeed pretty good. The stealth itself is quite forgiving (in a good way). It made me remember dishonored stealth, which is always a good thing. 

The performance, unfortunately, is one of the major downsides. This is an early access game after all, so I didn't expect smooth fps, but the lack of customizable graphics settings is unfortunate. I have a rx5700 and I get around 40fps, with dips to mid 30s on 1440p. I rarely play games on lower fps than 60, but this game is so good I just couldn't stop playing because of some performance issues. The game itself runs smoothly, no stutters, only low fps. But don't make this a turnoff, the game is really worth buying. I'm sure this will get adressed pretty soon.

Some suggestions (if by any chance the developer is reading this):
One thing that could be added are some noise whenever someone's talking (like in some nintendo games) because sometimes I miss the subtitles since I didn't know someone was talking. There are some lighting issues that really affect visibility and, naturally, gameplay. Also, there are some bugs here and there, but again, it is an early access game. 



tl;dr this game has so much potential, you feel like an actual detective, please support the developer!",1
354,137310009,986130,"Hacked a computer to turn the minigun cameras hostile to anyone that entered. One man fell victim to this trap and multiple civilians saw him through the windows and ran in to help, also meeting their end in that shitty tech shop. I did not find the killer, as he was me the whole time.",1
355,137311396,909320,"I really enjoyed this game in early access and thought it was very promising. The premise really hooked me and I was looking forward to see the game expand and become more refined. Sadly, the full release has left me disappointed. I like how the progression system works where you level up your portal to earn new abilities. However, the abilities themselves cross over between each class too heavily and so none of the 3 ruinarchs feel unique besides at the start. I also think the new win condition being checking off a list of different things to do to be incredibly disappointing and unfun. It forces you to branch out and do many different play styles instead of focusing on things you really enjoy, moreover, it seems it can lock you out of certain goals based on the upgrades you take. This checklist of goals should have been made into achievements like the side goals which provide chaos orbs upon completion. I preferred when the goal was to max out your portal for the win. The game leaves many of the mechanics to be very vague which leads to frustration especially when trying to figure out these goals. Also there are quite a few bugs, some of which are major. Anyways, really disappointed with the official release, hopefully things will change but seeing as this is 1.0 I do not have hope. What a shame.",0
356,137311500,2162020,Steam Deck users wait for a patch. If your playing exclusively on the SD the performance is all over the place and will hard crash the system.,0
357,137310672,2162020,"very fun! cool art style and fun fights!
fights are a little easy but otherwise solid 8 outa 10

I hope a dlc will come out or some sort of spin off, maybe a multiplayer function with some balancing.",1
